EASINID,Name,Authorship,FirstIntroductionsInEU,PresentInCountries,Status,HasImpact,IsEUConcern,EUConcernName,IsOutermostConcern,ConcernedOutermostRegions,IsMSConcern,ConcernedMS,IsPartNative,NativeRange,IsHorizonScanning,LastRevisionDate,Kingdom,Phylum,Class,Order,Family,CommonNames,Synonyms,CBD_Pathways
R20085,Anguilla anguilla,"(Linnaeus, 1758) ",,,C,TRUE,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,,,
R01026,Anguilla japonica,"Temminck & Schlegel, 1846",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,,,
R01027,Anguilla rostrata,"(Lesueur, 1817)",,,Q,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,,,
R18171,Anguillicola australiensis,"Johnston & Mawson, 1940",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Nematoda,Secernentea,Spirurida,Anguillicolidae,,,
R01029,Anguillicola crassus,"Kuwahara, Niimi & Itagaki, 1974",,,A,TRUE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Nematoda,Secernentea,Spirurida,Anguillicolidae,,,
R01028,Anguillicola novaezelandiae,"Moravec & Tarashewski, 1988",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Nematoda,Secernentea,Camallanida,Anguillicolidae,,,
R01030,Anguina agrostis,"(Steinbuch, 1799)",,,C,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Nematoda,Secernentea,Tylenchida,Tylenchidae,,,
R01031,Anguina tritici,"(Steinbuch, 1799)",,,C,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Nematoda,Secernentea,Tylenchida,Tylenchidae,,,
R01032,Anguis fragilis,"Linnaeus, 1758",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Chordata,Reptilia,Squamata,Anguidae,,,
R01034,Anicetus annulatus,"Timberlake, 1919",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hymenoptera,Encyrtidae,,,
R16540,Anilocra pilchardi,"Bariche & Trilles, 2006",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Malacostraca,Isopoda,Cymothoidae,,,
R19590,Anisakis pegreffii,"Campana-Rouget & Biocca, 1955",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,,,
R19591,Anisakis simplex,"(Rudolphi, 1809)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,,,
R19562,Anisandrus maiche,"Stark, 1936",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,,,
R01035,Anisodactylus binotatus,"(Fabricius, 1787)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,,,
R01037,Anisolabis maritima,"(Bonelli, 1832)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Dermaptera,Anisolabididae,,,
R01038,Anisomeridium polypori,(Ellis & Everh.) M.E.Barr,,,C,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Monoblastiaceae,,,
R01039,Anisopilothrips venustulus,"(Priesner, 1923)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,,,
R16921,Anisopteromalus calandrae,"(Howard, 1881)",,,C,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hymenoptera,Pteromalidae,,,
R20013,Anisorhynchodemus signata,"(Graff, 1899) ",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Platyhelminthes,Rhabditophora,Tricladida,Geoplanidae,,,
R16922,Anisorhynchus hespericus,"Desbrochers, 1875",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,,,
R20287,Ankylocythere sinuosa,"Rioja, 1942",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Ostracoda,Podocopida,[unassigned],,,
R20142,Annona cherimola,(Mill.),,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,,,
R01041,Annona squamosa,L.,,,A,TRUE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,,,
R01042,Anobium punctatum,"(De Geer, 1774)",,,Q,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Anobiidae,,,
R01043,Anoda cristata,(L.) Schltdl.,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,,,
R01046,Anodorhynchus hyacinthinus,"(Latham, 1790)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,,,
R01047,Anolis allogus,"Barbour & Ramsden, 1919",,,Q,TRUE,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,,,
R01048,Anolis carolinensis,"Voigt, 1832",,,Q,TRUE,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,,,
R01049,Anolis equestris,"Merrem, 1820",,,Q,TRUE,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,,,
R01050,Anolis porcatus,"Gray, 1840",,,Q,TRUE,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,,,
R18148,Anolis sagrei,"Duméril & Bibron, 1837",,,Q,TRUE,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,,,
R01051,Anomia chinensis,"Philippi, 1849",,,Q,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Mollusca,Bivalvia,Pectinoida,Anomiidae,,,
R01053,Anommatus diecki,"Reitter, 1875",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Bothrideridae,,,
R01054,Anommatus duodecimstriatus,"(Müller, 1821)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Bothrideridae,,,
R01055,Anoplocephala perfoliata,"(Goeze, 1782)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,,,
R01056,Anoplodactylus californicus,"Hall, 1912",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,,,
R16541,Anoplodactylus digitatus,"(Böhm, 1879)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,,,
R01059,Anoplonyx destructor,"Benson, 1952",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,,,
R01060,Anoplophora chinensis,"(Forster, 1771)",,,A,TRUE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,,,
R01061,Anoplophora glabripennis,"(Motschulsky, 1854)",,,A,TRUE,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,,,
R01064,Anotrichium furcellatum,(J.Agardh) Baldock,,,A,TRUE,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,,,
R01065,Anotylus nitidifrons,"(Wollaston, 1871)",,,C,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,
R01066,Anotylus nitidulus,"(Gravenhorst, 1802)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,
R01067,Anotylus speculifrons,"(Kraatz, 1857)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,
R01068,Anredera cordifolia,(Ten.) Steenis,,,A,TRUE,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Basellaceae,,,
R01069,Anser albifrons,"(Scopoli, 1769)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R01070,Anser anser,"(Linnaeus, 1758)",,,C,TRUE,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R01072,Anser brachyrhynchus,"Baillon, 1834",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R01073,Anser cygnoides,"(Linnaeus, 1758)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R01074,Anser erythropus,"(Linnaeus, 1758)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R01075,Anser fabalis,"(Latham, 1787)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R01077,Anser indicus,"(Latham, 1790)",,,A,TRUE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R19762,Anseranas semipalmata,"(Latham, 1798)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anseranatidae,,,
R01078,Antaxius spinibrachius,"(Fischer, 1853)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,,,
