EASINID,Country,Year,Ref
R14730,IT,1902,the New York Botanical Garden: Herbarium of the New York Botanical Garden. Accessed via http://www.gbif.org/occurrence/217292352
R14731,FI,1866,the New York Botanical Garden: Herbarium of the New York Botanical Garden. Accessed via http://www.gbif.org/occurrence/217292630
R14732,IT,1899,the New York Botanical Garden: Herbarium of the New York Botanical Garden. Accessed via http://www.gbif.org/occurrence/217291677
R16846,EG,1961,"Zakaria, H.Y., 1992. Distribution and ecology of some zooplankton organisms in the Egyptian Mediterranean waters. M.Sc. thesis. Faculty of Sci., Alexandria Univ.Zakaria, 2006. ACTA ADRIAT., 47 (2): 195-206."
R14733,IT,*   ,Vigne JD (1992) Zooarchaeology and the biogeographical history of the mammals of Corsica and Sardinia since the last ice age. Mammal Review 22:87-96
R14734,PT,2005,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R14736,DE,1945,"Rasplus J-Y & Roques A, 2010, Dictyoptera (Blattodea, Isoptera), Orthoptera, Phasmatodea and Dermaptera., BioRisk, 4, 807-831"
R14739,IT,*   ,Sarà M (1998) I mammiferi delle isole del Mediterraneo. L'Epos. Palermo
R19887,ES,1992,"Valverde RA, Lozano G, Navas-Castillo J, Ramos A, Valdes F, 2004. First report of sweet potato chlorotic stunt virus and sweet potato feathery mottle virus infecting sweet potato in Spain. Plant Disease 88:428."
R19888,ES,1992,"Valverde RA, Lozano G, Navas-Castillo J, Ramos A, Valdes F, 2004. First report of sweet potato chlorotic stunt virus and sweet potato feathery mottle virus infecting sweet potato in Spain. Plant Disease 88:428."
R19900,ES,2012,"Trenado HP, Lozano G, Valverde RA, Navas-Castillo J, 2007. First report of Sweet potato virus G and Sweet potato virus 2 infecting sweet potato in Spain. Plant Disease 91:1687"
R19901,ES,2013,"Trenado HP, Lozano G, Valverde RA, Navas-Castillo J, 2007. First report of Sweet potato virus G and Sweet potato virus 2 infecting sweet potato in Spain. Plant Disease 91:1687"
R19902,ES,2014,"Varanda CMR,Santos SJ, Oliveira MDM, Clara MIE, Felix MRF, 2015. Detection of sweet potato virus C, sweet potato virus 2 and sweet potato feathery mottle virus in Portugal. Acta Virol 59:185-188"
R19889,ES,2011,"Rosario K, Seah YM, Marr C, Varsani A, Kraberger S, Stainton D, Moriones E, Polston JE, Duffy S, Breitbart M, 2015. Vector-Enabled Metagenomic (VEM) Surveys Using Whiteflies (Aleyrodidae) Reveal Novel Begomovirus Species in the New and Old Worlds. Viruses 7: 5553–5570"
R19890,ES,2002,"Trenado HP, Lozano G, Valverde RA, Navas-Castillo J, 2007. First report of Sweet potato virus G and Sweet potato virus 2 infecting sweet potato in Spain. Plant Disease 91:1687"
R19891,PT,2014,"Varanda CMR,Santos SJ, Oliveira MDM, Clara MIE, Felix MRF, 2015. Detection of sweet potato virus C, sweet potato virus 2 and sweet potato feathery mottle virus in Portugal. Acta Virol 59:185-188"
R19892,ES,2002,"Trenado HP, Lozano G, Valverde RA, Navas-Castillo J, 2007. First report of Sweet potato virus G and Sweet potato virus 2 infecting sweet potato in Spain. Plant Disease 91:1687"
R14744,UK,1998,Sauvard et al. (2010): BioRisk 4: 219-266
R14745,PT,2002,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R16847,IT,2000,"Giangrande, A., Delos, A.L., Fraschetti, S., Musco, L., Licciano, M. & Terlizzi, A., 2003. Polychaete assemblages along a rocky shore on the South Adriatic coast (Mediterranean Sea): patterns of spatial distribution. Marine Biology 143: 1109-1116."
R16848,LB,1999,"Aguado, M.T. & San Martin, G., 2007. Syllidae (Polychaeta) from Lebanon with two new reports for the Mediterranean Sea. Cah. Biol. Mar. (2007) 48 : 207-224"
R19648,TR,2005,"Çinar, M.E., Bakir, K., Öztürk, B., Katağan, T., Doğan, A., Açik, S., Kurt-Sahin, G., Özcan, T., Dag"
R16849,IT,2005,"Musco, L. & Giangrande, A., 2005. Mediterranean Syllidae (Annelida: Polychaeta) revisited: species diversity, biogeography and faunal fidelity to environmental features. Mar. Ecol. Prog. Ser. 304: 143-153."
R20007,EG,2017,"A Abd Elnaby F, M Abdelsalam K, 2021. New records of marine Annelida (Polychaeta) in the Egyptian coast, eastern Mediterranean Sea. Egyptian Journal of Aquatic Biology and Fisheries.  1;25(4), 953-65"
R16850,LB,1999,"Aguado, M.T. & San Martin, G., 2007. Syllidae (Polychaeta) from Lebanon with two new reports for the Mediterranean Sea. Cah. Biol. Mar. (2007) 48 : 207-224."
R16851,MA,1992,"Lopez, E., 1995. Anelidos Poliquetos de substratos duros de la Islas Chafarina.Tesis Doctoral Universidad Autonoma de Madris pp 672"
R14749,MA,1991,"Arvanitidis, C., 1994. Systematic and bionomic study of the macrobenthic Polychaeta of the Northern aegean. PhD thesis, Aristotelian University of thessaloniki, 512 pp. (in Greek)."
R20004,EG,2017,"A Abd Elnaby F, M Abdelsalam K, 2021. New records of marine Annelida (Polychaeta) in the Egyptian coast, eastern Mediterranean Sea. Egyptian Journal of Aquatic Biology and Fisheries.  1;25(4), 953-65"
R14750,FR,1953,"Long JL (2003) Introduced mammals of the world. CABI and CSIRO publishing, Melbourne, Australia"
R14754,EE,1797,NOBANIS - European Network on Invasive Alien Species. 
R14755,SE,1870,NOBANIS - European Network on Invasive Alien Species. 
R14758,UK,1730,Online Atlas of the British and Irish flora. 
R18341,BE,1955,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14760,ES,2009,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp."
R14762,PT,1971,Ardré et al. 1974
R14763,BE,2005,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14764,CZ,1867,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R18669,CH,1914,Euro+Med PlantBase - the information resource for Euro-Mediterranean plant diversity.. 2006-
R14766,FR,1964,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14767,AT,1835,NOBANIS - European Network on Invasive Alien Species. 
R14770,AT,1780,NOBANIS - European Network on Invasive Alien Species. 
R14772,CH,1914,Euro+Med PlantBase - the information resource for Euro-Mediterranean plant diversity.. 2006-
R14773,AT,1835,NOBANIS - European Network on Invasive Alien Species. 
R14774,PL,1750,NOBANIS - European Network on Invasive Alien Species. 
R19948,PL,1850,NOBANIS
R18510,FR,1940,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14776,AT,1970,NOBANIS - European Network on Invasive Alien Species. 
R14778,NO,1996,NOBANIS - European Network on Invasive Alien Species. 
R18670,BE,1895,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14777,EE,1820,NOBANIS - European Network on Invasive Alien Species. 
R14781,UK,1800,Online Atlas of the British and Irish flora
R14789,UK,1898,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14782,SE,1844,NOBANIS - European Network on Invasive Alien Species. 
R14785,DE,1822,NOBANIS - European Network on Invasive Alien Species. 
R14786,UK,1879,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14792,UK,1849,Online Atlas of the British and Irish flora. 
R14794,UK,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14797,UK,1884,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R16852,IL,1951,"Peres, J.M., 1958b. Ascidies recoltees sur les cotes Mediterraneennes d’Israel. Bulletin of the Research Council of Israel 7B (3-4): 143-150."
R16853,IL,2010,"Edelist, D., Spanier, E. & Golani, D., 2011. Evidence for the occurrence of the Indo-Pacific stonefish, Synanceia verrucosa (Actinopterygii: corpaeniformes: Synanceiidae), in the Mediterranean Sea. Acta Ichthyologica et Piscatoria 41: 129-131."
R14802,SE,1900,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668
R17197,PT,2006,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668
R14805,IL,1971,"Cherbonnier, G., 1986. Holothuriens de la Mediterranee et du nord de la mer Rouge. Bulletin du Museum National d'Historie Naturelle, 8: 43-46."
R14807,NL,2003,Soesbergen (2003) Nederl. Faunist. Mededel. 18:97-101
R18251,TR,2014,"Gokoglu M., Ovzarol Y. & Fricke R , 2013. Synchiropus sechellensis Regan, 1908 (Teleostei: Callionymidae), a new Lessepsian migrant in the Mediterranean Sea. Mediterranean Marine Science 15, 2:"
R14808,UK,1876,"Przetakiewicz, J. Plant Disease. doi: http://dx.doi.org/10.1094/PDIS-06-13-0646-PDN"
R14809,PL,1885,Staatliche Naturwissenschaftliche Sammlungen Bayerns: the Fungal Collection at the Senckenberg Museum für Naturkunde Görlitz. Accessed via http://www.gbif.org/occurrence/441942088
R14810,UK,1952,http://ukmoths.org.uk/show.php?bf=850
R16854,TR,1959,"Rullier, F., 1963. Les Annelides polychetes du Bosphore, de la Mer de Marmara et de la Mer Noire, en relation avec celles de la Mediterranee. Extrait des Rapports et Proces-verbaux des reunions de la C.I.E.S.M.M., 17: 161-260."
R20084,RO,2007,"Paunović M, Csányi B, Simonović P, Zorić K. Invasive alien species in the Danube. InThe Danube River Basin 2015 (pp. 389-409). Springer, Berlin, Heidelberg."
R14816,BE,2005,"Jan Soors et al, 2010. New crustacean invaders in the Schelde estuary (Belgium). Belg. J. Zool., 140 (1) : 3-10."
R14819,PT,2012,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14698,CZ,1962,Straškraba (1962) Vestnik Československé Zoologické Společnosti 26 (2): 117-145
R14820,CZ,1960,Tenora F. et al. (1974) Acta Soc Zool Bohemoslov 38: 71-75.
R14821,IT,1999,"Neto, G., 2006. Una lepre venuta da lontano. Sub, 254: 18-21."
R18555,AT,1973,NOBANIS - European Network on Invasive Alien Species. 
R14823,EE,1797,NOBANIS - European Network on Invasive Alien Species. 
R18983,AT,1800,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14825,AT,1850,DAISIE
R19760,HU,2003,"DAISIE, 2003. European Invasive Alien Species Gateway. http://www.europe-aliens.org (Accessed 15 April 2011)"
R14826,FR,1870,"Pascal M, Lorvelec O, Vigne JD, Keith P and Clergeau P (2003). Evolution holocene de la faune de Vertebres de France: invasions et extinctions. Rapport au Ministere de l'Ecologie et du Developpement durable, Paris, France."
R14827,TR,1994,"Van Aartsen, J. J. & Recevik, M., 1998. Altre due specie indo-pacifiche rinvenute nel Mediterraneo. La Conchiglia, 30 (286): 13-15."
R14828,IL,1949,"Van Aartsen, J.J., Barash, A. & Carrozza, F., 1989. Addition to the knowledge of the Mediterranean mollusca of Israel and Sinai. Bollettino Malacologico, 25(1-4): 63-76."
R16351,TR,1988,"Micali, P. & Palazzi, S., 1992. Contributo alla conoscenza dei Pyramidellidae della Turchia, con segnalazione di due nuove immigrazioni dal Mar Rosso. Bollettino Malacologico, 28 (1-4): 83-90."
R14830,PT,1845,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14832,PT,2002,"Koponen, M.; Askew, R.R. 2002, Chalcids from Madeira, Canary Islands and Azores (Hymenoptera, Chalcidoidea). Vieraea (Folia Scientarum Biologicarum Canariensum) 30:132"
R14833,FO,1981,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R14835,FO,1981,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R14836,DE,1892,"Rasplus J-Y & Roques A, 2010, Dictyoptera (Blattodea, Isoptera), Orthoptera, Phasmatodea and Dermaptera., BioRisk, 4, 807-831"
R14837,PT,2005,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R14838,PT,2005,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R14839,UK,1908,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668
R14842,UK,1996,Http://Www.Unep-aewa.Org/Meetings/En/Mop/Mop2_Docs/Wrd/Infodocs/Inf2_17_Non_Native.Doc
R14843,DE,1601,"Hagemeijer, E. J. M. And M. J. Blair, Eds. (1997). the Ebcc Atlas Of European Breeding Birds: their Distribution And Abundance. London, T & Ad Poyser."
R14844,PL,2000,Alien Species In Poland Www.Iop.Krakow.Pl/Ias
R14845,CZ,1994,"Šefrová, H. & Laštůvka, Z. (2005). Catalogue Of Alien Animal Species In the Czech Republic. Acta Universitatis Agriculturae Et Silviculturae Mendelianae Brunensis 4: 151 - 169"
R14846,CH,1996,Http://Www.Unep-aewa.Org/Meetings/En/Mop/Mop2_Docs/Wrd/Infodocs/Inf2_17_Non_Native.Doc
R19740,UK,2007,"Banks AN, Wright LJ, Maclean IMD, Rehfisch MM, 2008. Review of the Status of Introduced Non-Native Waterbird Species in the Area of the African-Eurasian Waterbird Agreement: 2007 Update. BTO Research Report No. 489 to the AEWA Secretariat. BTO, Thetford, UK."
R14850,UK,50  ,Schoeb et al (2007)
R14852,UK,50  ,Schoeb et al (2007)
R14854,UK,50  ,Schoeb et al (2007)
R17514,TR,2011,"Ozak, A.A., Demirkale, I., & Yanar, A., 2012. First Record of Two Species of Parasitic Copepods on Immigrant Pufferfishes Tetraodontiformes: Tetraodontidae) Caught in the Eastern Mediterranean Sea. Turkish Journal of Fisheries and Aquatic Sciences, 12, 1-2."
R14855,EE,1807,NOBANIS - European Network on Invasive Alien Species. 
R19827,ES,2008,"Carrete M, Tella JL, 2008. Wild-bird trade and exotic invasions: a new link of conservation concern? Frontiers in Ecology and the Environment, 6: 207-211"
R14859,NL,1984,Bestandsaufnahme Und Bewertung Von Neozoen In Deutschland (2002)
R14860,PT,1858,Borges et al. (2005) Direccao Regional do Ambiente and Universidade das Açores
R14865,AT,1855,NOBANIS - European Network on Invasive Alien Species. 
R14866,UK,1922,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R19650,IT,2017,"Limonta L, Pellizzari G (2018) First record of the string cottony scale Takahashia japonica in Europ"
R17351,FR,2008,"Blanchard, M., Goulletquer, P., Hamon, D., Le Mao, P., Nézan, E., Gentil, F., Simon, V., Viard, F., Ar Gall, E., Grall, J., Hily, C., Le Duff, M. & Stiger‐Pouvreau, V., 2010, Liste des espèces marines introduites dans les eaux bretonnes et des espèces introduites envahissantes des eaux périphériques, http://archimer.ifremer.fr/doc/00026/13737/10865.pdf"
R14867,UK,1923,"Coeur d'Acier A, Pérez Hidalgo N, Petrovic-Obradovic O, 2010, Aphids (Hemiptera, Aphididae)., BioRisk, 4, 435-474"
R14868,UK,1961,"Coeur d'Acier A, Pérez Hidalgo N, Petrovic-Obradovic O, 2010, Aphids (Hemiptera, Aphididae)., BioRisk, 4, 435-474"
R17980,UK,1923,"Coeur d'Acier A, Pérez Hidalgo N, Petrovic-Obradovic O, 2010, Aphids (Hemiptera, Aphididae)., BioRisk, 4, 435-474"
R14870,PT,2003,Euro+Med PlantBase - the information resource for Euro-Mediterranean plant diversity.. 2006-
R14871,FR,1896,Chevreux (1896) Feuille des jeunes naturalistes 3: 112-113.
R14872,UK,1912,Calman (1912) Ann. Mag. Nat. Hist. 8: 132–137
R17775,DE,1942,Cochard et al. (2010) Biorisk 4: 81- 96
R14874,UK,1963,Online Atlas of the British and Irish flora. 
R14876,BE,1946,DAISIE-European Alien Species Database: Daisie Database Explorer. Strategic Targeted Research Project DAISIE-Delivering Alien Invasive Species Inventories for Europe (contract SSPI-CT-2003-511-202). 2007
R14879,UK,1796,Online Atlas of the British and Irish flora. 
R14880,AT,1950,NOBANIS - European Network on Invasive Alien Species. 
R14881,AT,1900,DAISIE-European Alien Species Database: Daisie Database Explorer. Strategic Targeted Research Project DAISIE-Delivering Alien Invasive Species Inventories for Europe (contract SSPI-CT-2003-511-202). 2007
R14882,AT,1957,Englisch H (2002) Säugetiere (Mammalia) pp. 214-221. In: F. Essl and W. Rabitsch (eds): Neobiota in Österreich. - Umweltbundesamt  Wien
R14883,DE,1957,Nobanis db http://www.nobanis.org/speciesInfo.asp?taxaID=5666
R20190,NL,2011,GBIF
R14885,SE,1870,NOBANIS - European Network on Invasive Alien Species. 
R19918,IT,1982,Euro+Med PlantBase
R14887,NO,1940,NOBANIS - European Network on Invasive Alien Species. 
R14888,BE,1809,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14889,DE,1783,NOBANIS - European Network on Invasive Alien Species. 
R14891,DE,1850,NOBANIS - European Network on Invasive Alien Species. 
R14892,SE,1500,NOBANIS
R14893,CZ,1500,NOBANIS
R14900,IT,1960,Rossi et al. (2003) J. Limnol. 62(1): 1-8
R14901,SE,1881,"ArtDatabanken: Artdata, 2014-01-02. Accessed via http://www.gbif.org/occurrence/854025981"
R14902,DE,1872,Herb. P. Magnus (see USDA ARS BPI 676238)
R18100,DE,1872,Mo. Bot. Gard. Herb. 8940 (see USDA ARS BPI 676463)
R14904,UK,1821,"Ogawa J. M., English, H.,(1991). Diseases of Temperate Zone Tree Fruit and Nut Crops, Divison of Agriculture and Natural Resources, University of California, 174 – 177."
R14905,NO,1864,"Natural History Museum, University of Oslo: Mycology herbarium, Oslo (O), 2013-10-27. Accessed via http://www.gbif.org/occurrence/127385030"
R14906,UK,1932,Pearman J. V. (1932) Stylops 1: 240-242.
R20343,EL,2022,"Demetriou J, Georgiadis C, Koutsoukos E, Borowiec L, Salata S (2023) ﻿Alien ants (Hymenoptera, Formicidae) on a quest to conquer Greece: a review including an updated species checklist and guidance for future research. NeoBiota 86: 81-122."
R14908,NL,1926,Boer & Vierbergen (2008) Exotic ants in the Netherlands (Hymenoptera: Formicidae) Entomologische Berichten 68: 121-129.
R14921,RU,1993,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R18672,UK,1969,Euro+Med PlantBase - the information resource for Euro-Mediterranean plant diversity.. 2006-
R14922,ES,1993,"Pleguezuelos J. M., R. Márquez Y M. Lizana, (eds.) 2002. Atlas y Libro Rojo de los Anfibios y Reptiles de España. Dirección General de Conservación de la Naturaleza-Asociación Herpetologica Española (2ª impresión), Madrid, 587 pp"
R14923,UK,1959,"Fitter, R.S.R., 1959. the Ark in our Midst. the Story of the Introduced Animals of Britain: Birds, Beasts, reptiles, Amphibians, Fishes. London, Collins."
R14924,FR,*   ,"Pascal M., Lorvelec O., Vigne J.D. 2006. Invasions biologiques et extinctions. 11000 d'histoire des vertébrés en France. Quae-Belin Editions."
